name,province,company,langue,date_naissance,agee,age_permis,numeropol
Dr. Paige Peters,Alberta,"Harper, Jackson and English",fr,1954-06-06,62,22,83699
Sarah Torres,Saskatchewan,Miller LLC,fr,1990-08-18,26,20,83705
Tyler Simon,Manitoba,"Cardenas, Pollard and Perkins",fr,1946-11-21,70,20,83710
Shelly Williams,New Brunswick,Carter-Rowe,en,1987-01-18,30,23,83713
Deanna Jackson,Manitoba,Watkins-Tran,fr,1978-08-23,38,32,83717
Sean Allen,Newfoundland and Labrador,"Torres, Patterson and Young",fr,1952-08-02,64,30,83724
Scott Lopez,Yukon Territory,Adams LLC,fr,1993-12-28,23,23,83726
Patrick Newman,Quebec,"Spencer, Kaufman and Ward",fr,1962-07-10,54,32,83727
Cassie Stevens,Prince Edward Island,Lynch-Strong,en,1945-01-02,72,32,83729
Jacob Daniels,Nunavut,"Perez, Rowe and Beltran",en,1946-03-14,71,30,83733
William Dunn,Ontario,Young and Sons,fr,2000-02-23,17,17,83739
Krista Smith,Saskatchewan,Mcdonald-Thompson,en,2000-01-25,17,17,83745
James Campbell,Ontario,Monroe-Morgan,fr,1999-08-08,17,17,83756
Tammy Mclaughlin,New Brunswick,Taylor-Hill,fr,1979-03-31,38,25,83764
Anna Green,Nova Scotia,"Weaver, Johnson and Brooks",en,1985-05-15,32,18,83777
Wanda Hunt,Nova Scotia,"Aguilar, Walker and Pruitt",fr,1979-06-12,37,28,83778
Kenneth Lee,New Brunswick,Carrillo Inc,fr,1996-03-21,21,19,83789
William Johnson,British Columbia,Simmons Group,en,1948-04-16,69,28,83792
Luke Smith,Northwest Territories,Olson Group,en,1952-04-24,65,25,83793
Allison Hayes,New Brunswick,Parker LLC,en,1961-04-26,56,31,83798
Bradley Baldwin,Nunavut,"Lopez, Reed and Aguilar",fr,1951-12-11,65,35,83805
Audrey Mendoza,Nunavut,"Rice, Baldwin and Knight",en,1944-11-17,72,23,83806
Richard Porter,Nunavut,"Johnson, Adams and Douglas",en,1974-01-22,43,32,83809
Elizabeth Esparza,Alberta,Wilson-Watson,fr,1961-02-13,56,33,83810
Teresa Hill,Saskatchewan,Clark-Powers,fr,1994-08-05,22,20,83815
Jacob Newton,New Brunswick,"Gutierrez, Marshall and Mason",fr,1971-08-27,45,33,83825
Rachel Spencer,Yukon Territory,Green PLC,en,1954-11-12,62,21,83836
Phyllis Whitaker,Quebec,Keller and Sons,fr,1994-12-03,22,22,83841
Brenda Davis,Nunavut,"Hudson, Carpenter and Williams",en,1992-06-20,24,23,83850
William Ross,Alberta,Alexander-Wilson,fr,1997-01-16,20,19,83851
William Contreras,Nunavut,Rice-Horton,fr,1965-03-16,52,28,83854
David Hodge,Nova Scotia,Gordon Group,en,1987-07-19,29,29,83855
Luis Crawford,Yukon Territory,Rivera-Harvey,fr,1941-08-27,75,29,83857
Jacqueline Gonzalez,Newfoundland and Labrador,Cole Inc,fr,1968-03-03,49,31,83862
Danielle Bennett,Nunavut,Patterson Inc,en,1963-02-21,54,18,83865
Crystal Lopez DDS,New Brunswick,Foster Ltd,fr,1976-10-21,40,30,83872
Nicole Perez,New Brunswick,"Schroeder, Carlson and Bowman",fr,1979-02-12,38,35,83874
Joel Cobb,Nunavut,Hartman Ltd,en,1996-04-19,21,21,83879
Elizabeth Lee,Yukon Territory,Pineda-Perez,en,1975-03-24,42,33,83881
Bailey Christian,Prince Edward Island,"Wood, Wolfe and Jackson",fr,1998-06-29,18,18,83882
Stacy Hart,New Brunswick,Bell PLC,fr,1970-02-03,47,34,83892
Sherry Baker,Nova Scotia,Bowers and Sons,fr,1962-08-18,54,17,83897
Christopher Salazar,Nunavut,"Simmons, Tucker and Diaz",en,1984-07-07,32,21,83898
Mary Lawrence,Prince Edward Island,"Lee, Collins and Lee",fr,1961-04-23,56,19,83899
Bethany Jackson,Prince Edward Island,Gray-Chandler,en,1983-06-12,33,17,83902
Darrell Rodgers,British Columbia,Whitney Group,en,1991-08-15,25,23,83910
Christopher Torres,Yukon Territory,"Dudley, Willis and Jenkins",en,1969-08-12,47,31,83911
Scott Finley,New Brunswick,"Hamilton, Foster and Williamson",fr,1976-05-02,41,33,83916
Lauren Johnson,New Brunswick,"Jones, Graham and Wong",fr,1945-12-30,71,32,83919
Joan Barnes,Nunavut,Estes-Jones,fr,1947-01-15,70,28,83923
Amy Walker,Alberta,"Gonzalez, Smith and Clark",en,1985-06-26,31,30,83925
Jennifer Fields,New Brunswick,Glover Inc,fr,1995-05-20,22,22,83930
Ashley Jackson,New Brunswick,Stevens Inc,fr,1950-03-19,67,25,83933
Jerry Robertson,New Brunswick,"Lee, Cruz and Cruz",fr,1975-10-07,41,25,83939
Jasmine Spencer,Ontario,"Johnson, Chaney and Reid",en,1953-04-01,64,31,83940
Jessica Ford,Prince Edward Island,"Ferguson, Evans and Huang",en,1960-05-10,57,27,83942
Cindy Brooks,Yukon Territory,"Kidd, Proctor and Wiley",en,1996-02-14,21,21,83944
Katherine Greene,Northwest Territories,Ward-Chandler,en,1976-05-29,41,30,83948
Rebecca Lang,Yukon Territory,Bell-Ponce,fr,1961-02-17,56,24,83951
Laura Gill,Manitoba,"Stout, Martin and Hutchinson",fr,1972-06-21,44,20,83952
Courtney Small,Northwest Territories,"Escobar, Hernandez and Murphy",en,1995-08-18,21,21,83954
Robert Wright,Nova Scotia,"Beasley, Benson and Butler",fr,1990-04-06,27,25,83957
Robert Wood,Alberta,Parker-Newman,fr,1972-01-05,45,23,83962
Kristie Martinez,Manitoba,Mills-Ford,fr,1993-08-18,23,18,83966
Jessica Jones,Newfoundland and Labrador,Gomez-Gross,en,1963-05-08,54,24,83974
William Rodriguez,British Columbia,"Baker, Warren and Alexander",en,1969-08-24,47,25,83982
Angela Sanchez,Prince Edward Island,Henson LLC,fr,1952-10-06,64,24,83984
Kelly Palmer,Nova Scotia,Miller-Clark,en,1970-03-18,47,25,83985
Ethan Smith,Quebec,"Woods, Ramirez and Santos",fr,1983-03-14,34,17,83991
Kristina Hart,Alberta,Cox-Martinez,en,1945-02-25,72,30,83998
Kelly Barron,Saskatchewan,Salinas PLC,en,1991-04-10,26,26,84001
Robert Young,Yukon Territory,Lewis PLC,fr,1975-05-18,42,28,84003
Melissa Hernandez,Nova Scotia,Friedman LLC,fr,1986-09-11,30,22,84008
David Mason,Newfoundland and Labrador,"French, Hale and Johnson",en,1987-08-07,29,21,84037
Lisa Thomas,Saskatchewan,Klein and Sons,en,1988-10-07,28,28,84038
Amber Mercer,Nunavut,Richard-Moore,fr,1967-04-02,50,28,84041
Gloria Roberson,Quebec,Patrick-Wood,en,1946-07-21,70,19,84044
Alexandra Anderson,Alberta,"Anderson, Perez and Adams",en,1995-08-09,21,21,84065
Danielle Vaughan,Saskatchewan,"Herrera, Matthews and Edwards",fr,1980-01-18,37,28,84069
Eric Boyd,Manitoba,"Delacruz, Fitzpatrick and Singh",fr,1989-11-27,27,20,84072
Sandra Leach,Northwest Territories,"Adams, Parsons and Andersen",fr,1986-01-24,31,30,84075
Angela Jackson,Nova Scotia,Cruz and Sons,en,1950-06-26,66,28,84077
Tracy Delgado,Alberta,Bush-Hutchinson,en,1951-04-28,66,21,84081
Jody Moore,Newfoundland and Labrador,"Schneider, Mcdonald and Bennett",fr,1944-12-13,72,21,84099
Nancy Reyes,Nunavut,Obrien-Kemp,en,1993-12-27,23,23,84100
Daniel Lara,New Brunswick,Clark-Burton,en,1967-04-21,50,33,84117
Jason Higgins,Ontario,Hayes Ltd,fr,1988-07-18,28,18,84119
Rachel Marshall,Alberta,"Boyle, Wright and Bruce",fr,1969-10-23,47,30,84131
James Hurst,Alberta,Jones-Gray,en,1962-03-19,55,19,84139
Charles Ramos,Manitoba,Porter-Roberson,fr,1960-08-08,56,24,84142
Nancy Johnson,Yukon Territory,Romero LLC,fr,1945-11-02,71,32,84143
Clinton Mays,Alberta,Aguirre PLC,en,1951-10-14,65,33,84144
Samuel Morrison,New Brunswick,Griffith Inc,en,1994-02-02,23,23,84146
Andrew Perez,Nova Scotia,"Sampson, Hernandez and Fuller",en,1979-05-07,38,18,84152
Jessica Fletcher,Northwest Territories,"Davidson, Carter and Acevedo",en,1945-01-21,72,29,84173
Rebecca Powers,Ontario,Larson PLC,fr,1971-01-18,46,32,84184
Lisa Estrada,Saskatchewan,Jackson-Rice,fr,1944-05-28,73,17,84186
Beth Price,Manitoba,Smith PLC,en,1971-11-25,45,18,84198
Shannon Simon,Nunavut,Hernandez-Zimmerman,fr,1969-07-16,47,21,84202
Molly Burke,British Columbia,Turner-Warren,en,1981-03-01,36,27,84216
Amanda Torres,Manitoba,Brown Group,fr,1952-06-19,64,21,84221
Lynn King,Ontario,"Martinez, Johnson and Payne",en,1978-07-03,38,33,84223
Jennifer Schmitt,Yukon Territory,Schroeder Group,en,1953-01-29,64,25,84228
Robert Buchanan,Yukon Territory,Velazquez-Miles,en,1959-12-13,57,32,84233
Jonathan Rojas,Alberta,Jennings-Reyes,fr,1960-12-02,56,33,84234
Jessica Olson,Nova Scotia,Jarvis Inc,en,1980-04-11,37,21,84240
Paul Robinson,Yukon Territory,Wallace Inc,fr,1945-05-17,72,33,84246
Mrs. Laura Hughes,Ontario,Tapia-Hill,en,1940-12-04,76,26,84260
Brian Martin,New Brunswick,Roberts Group,en,1963-01-29,54,25,84262
Bradley Lane,Nunavut,Rush-Nguyen,en,1952-03-09,65,33,84272
Angela Moran,Nova Scotia,"Torres, Campbell and Garcia",fr,1946-07-22,70,19,84275
Michael Rivera,Newfoundland and Labrador,"Harrison, Vazquez and Parker",en,1949-12-28,67,30,84277
Paula Mendez,Yukon Territory,Moore LLC,en,1950-05-31,67,29,84278
Diana Davis,Quebec,"Oliver, Austin and Jones",en,1974-01-05,43,32,84292
Shawn Miller,British Columbia,"Jones, Rice and Davis",fr,1985-06-06,31,30,84293
Johnathan Melton,Nunavut,"Jones, Wallace and Mccoy",fr,1973-01-31,44,17,84295
Christopher Williams,New Brunswick,Reynolds and Sons,fr,1943-10-26,73,17,84300
Sergio Gordon,Saskatchewan,Price-Moore,en,1998-11-09,18,18,84301
Jessica Walker,British Columbia,Harris LLC,fr,1953-01-05,64,26,84312
Gail Camacho,Northwest Territories,Gibbs-Howard,fr,1957-12-17,59,27,84321
Lauren Harper,Manitoba,Best-Garner,en,1951-08-07,65,30,84326
Carl Reynolds,Alberta,Thompson-Watson,fr,1957-04-06,60,32,84333
Richard Fuller,Manitoba,Lozano-Keller,fr,1972-08-01,44,32,84345
Toni Robertson,Quebec,Gillespie-Richards,en,1972-11-20,44,18,84353
Christina Montgomery,Newfoundland and Labrador,"Gutierrez, Avila and Thompson",en,1998-05-15,19,19,84354
Angela Winters,Saskatchewan,Thompson Group,en,1953-03-12,64,25,84374
Kevin Mckenzie,Alberta,"Garcia, Hicks and Whitehead",en,1998-06-11,18,17,84375
Dr. Jason Johnson,Saskatchewan,Ramos-Andrews,fr,1946-07-26,70,26,84376
Kimberly Anderson,New Brunswick,"James, Warren and Baldwin",fr,1994-12-07,22,22,84378
Chelsea Rosales,Yukon Territory,Fox LLC,fr,1990-01-15,27,26,84382
Edward Williams,New Brunswick,Gonzales-Ward,en,1979-04-08,38,26,84386
Andrea Crawford,British Columbia,"Moore, Young and Williams",fr,1962-05-23,55,24,84393
Brittany Reyes,New Brunswick,Ortega Ltd,en,2000-07-05,16,16,84395
Brittany Hodge,British Columbia,Fernandez Inc,fr,1944-04-03,73,23,84399
Allen Ayala,New Brunswick,Moore Ltd,en,1988-12-27,28,18,84402
Vanessa Martinez,Yukon Territory,Ryan LLC,fr,1991-06-10,25,24,84405
Amanda Collins,Prince Edward Island,"Morris, Miller and Walls",en,1998-01-14,19,19,84416
Timothy Rodriguez,Nunavut,Dixon-Crane,fr,1986-08-11,30,24,84419
Charles Middleton,Manitoba,Barber and Sons,fr,1985-07-06,31,21,84429
Dr. Neil Campbell,Northwest Territories,Taylor-Smith,fr,1973-05-04,44,35,84431
Stephanie Decker,Yukon Territory,Williams Inc,fr,1999-10-28,17,17,84432
Darrell Valentine,Nunavut,Chen Group,fr,1943-11-24,73,29,84436
Sara Woods,Manitoba,Bishop-Villarreal,en,1944-12-14,72,26,84451
Hailey Schaefer,Quebec,"Stanton, Nichols and Scott",en,1977-09-03,39,34,84458
Michael Johnson,Manitoba,Walker Group,en,1990-10-09,26,24,84469
James Wright,New Brunswick,"Edwards, Harper and Dorsey",fr,1984-03-18,33,33,84479
Tracy Johnson,Newfoundland and Labrador,Rojas Inc,fr,1961-11-22,55,32,84481
Ryan Rivera,Saskatchewan,Perez-Meyer,en,1954-03-09,63,22,84483
Maria Hardin,Nova Scotia,"Dunn, Johnson and Chavez",en,1985-07-15,31,31,84489
Mandy Valdez,Quebec,"Kim, Gonzalez and Jones",en,1989-01-13,28,24,84494
Michael Spears,New Brunswick,Fox and Sons,fr,1973-02-25,44,24,84498
Dr. Marvin Gay,Prince Edward Island,Watson-Pennington,fr,1968-11-12,48,33,84499
Allison Martinez,British Columbia,Carpenter-George,fr,1947-09-27,69,18,84500
Amanda Johnson,Northwest Territories,"Gallagher, Brown and Johnson",en,1958-10-20,58,27,84512
Sandra Kirby,New Brunswick,"Smith, Matthews and Morrison",en,1989-04-09,28,20,84516
Steven Lawson MD,Nova Scotia,Cole-Ruiz,fr,1976-05-07,41,27,84519
Alexander Cordova,Saskatchewan,Bates-Sullivan,en,1992-08-08,24,24,84520
Caitlin Martinez,Quebec,Flores-Marshall,fr,1947-07-12,69,27,84521
Darryl Rhodes,New Brunswick,Shepherd Inc,fr,1988-04-14,29,24,84532
Candace Melton,Ontario,Davis-Calhoun,fr,1980-06-01,37,26,84535
Nicholas Murphy,Prince Edward Island,Price-Blair,fr,1947-08-20,69,19,84544
Duane Walker,Nunavut,Tanner-Rodriguez,fr,1981-11-17,35,34,84563
Robin Snyder,Nunavut,"Schmidt, Hudson and Scott",en,1968-08-31,48,31,84566
Linda Vazquez,Saskatchewan,Roy and Sons,fr,1993-03-26,24,24,84572
Tina Harris,Ontario,"Flores, Weaver and Gonzalez",en,1971-10-06,45,34,84577
Gabriella Davis,Northwest Territories,"Cochran, Frank and Wilson",en,1964-01-28,53,25,84582
Crystal Moore,Northwest Territories,"Oneill, Bauer and Huff",fr,1996-12-03,20,20,84584
Mercedes Phelps,Prince Edward Island,Jacobs Group,en,1964-03-14,53,30,84587
Kelly Andrews,Nunavut,"Taylor, Weaver and Davis",fr,1970-03-07,47,26,84588
Adam Perez,Yukon Territory,Holden Group,fr,1958-01-20,59,22,84589
Michael Flynn,Northwest Territories,Ortiz-Walker,fr,1959-10-02,57,25,84590
Michael Butler,Nova Scotia,Maynard Group,fr,1954-03-05,63,27,84593
Bobby Clark,Manitoba,"Gonzales, Miller and Figueroa",en,1980-01-28,37,20,84606
Jamie Frye,Newfoundland and Labrador,Dalton-Davis,en,2000-05-18,17,17,84608
Michael Page,Saskatchewan,Hughes and Sons,fr,1999-11-16,17,17,84613
Jeremiah Black,Nunavut,"Bates, Williams and Thomas",fr,1958-08-10,58,35,84633
Jennifer Howard,Northwest Territories,Lee-Robertson,en,1985-06-14,31,29,84634
Justin Myers,Yukon Territory,"Hill, Johnson and Mcneil",en,1992-06-28,24,18,84635
Christine Mills,Ontario,Robinson-Jones,fr,1970-02-04,47,30,84638
Christopher Vargas,Prince Edward Island,Ray PLC,fr,1986-05-08,31,31,84640
Michael Hahn,Quebec,"Harris, Crosby and Peterson",fr,1984-07-26,32,32,84642
Christian Thomas,Northwest Territories,Cohen LLC,fr,1958-09-30,58,27,84647
John Bailey,Newfoundland and Labrador,"Baker, Hall and Douglas",fr,1950-11-30,66,29,84650
Jordan Medina,British Columbia,Carter and Sons,en,1954-04-28,63,32,84652
Thomas Singleton,Prince Edward Island,Mitchell-Horn,fr,1986-09-13,30,30,84655
Richard Berry,Nunavut,Johnson LLC,en,1956-11-22,60,30,84660
Sara Ferguson,Alberta,Clay Inc,en,1962-11-21,54,28,84668
Mackenzie Smith,Nova Scotia,Wilson and Sons,fr,1992-07-11,24,24,84671
Beth Herrera,Saskatchewan,Cruz Group,fr,1941-08-05,75,22,84679
Benjamin Hall,Nunavut,Glover-Jackson,en,1982-04-11,35,26,84682
Dennis Green,Nunavut,"Scott, Jones and Taylor",en,1989-11-24,27,22,84684
Vincent Long,British Columbia,Rasmussen Ltd,en,1949-08-01,67,24,84688
Joseph Johnson,Yukon Territory,"Lewis, Hines and Jones",en,1978-01-26,39,34,84690
Jeffrey Cannon,Newfoundland and Labrador,West-Montgomery,en,1954-05-30,63,19,84697
Justin Mcconnell,Saskatchewan,Riley-Harris,fr,1984-06-12,32,32,84699
Brian Harrington,Yukon Territory,Smith-Thompson,en,1957-08-07,59,28,84700
Lisa Liu,Manitoba,"Duarte, Thomas and Martinez",fr,1987-05-05,30,23,84709
Nicole Wood,British Columbia,Robinson and Sons,fr,1948-12-19,68,20,84729
Yesenia Mejia,Nunavut,Long-Miller,fr,1989-07-30,27,20,84730
Jerry Stephenson,New Brunswick,Sparks Inc,en,1978-01-19,39,27,84732
Mark Smith,Nova Scotia,"Wilson, Nielsen and Guerra",fr,1991-09-19,25,20,84738
Maxwell Roach,New Brunswick,Olsen-Steele,fr,1999-04-15,18,18,84740
Elizabeth Porter,New Brunswick,Howell LLC,en,1979-01-07,38,22,84747
Kelsey Hernandez,New Brunswick,Cox PLC,en,1954-02-11,63,25,84750
Christopher Hartman,New Brunswick,Diaz LLC,en,1959-09-17,57,20,84753
Victoria Martin,Alberta,"Henderson, Hartman and Avila",fr,1951-11-01,65,27,84759
Latoya Barnes,Quebec,Adams-Cannon,en,1987-12-11,29,29,84760
Kevin Pineda,Saskatchewan,"Jones, Smith and Jones",fr,1943-08-26,73,31,84780
Bryce Gilbert,Nova Scotia,Hicks Inc,fr,1975-07-29,41,24,84784
Robert Green,Yukon Territory,Johnson-Kaiser,en,1984-02-22,33,33,84807
Jose Chang,Northwest Territories,"Moyer, Durham and Russell",en,1948-03-27,69,27,84808
Laura Lawson,Yukon Territory,Johnson-Campbell,fr,1957-11-01,59,26,84816
Shelby Wilkins,Saskatchewan,"Johnson, Lopez and Oconnor",en,1957-06-29,59,32,84822
Karen Boyd,Manitoba,Glover and Sons,en,1944-12-15,72,31,84824
Amanda Lewis,Ontario,Lopez LLC,en,1948-08-11,68,18,84825
John Nunez,Manitoba,Conway PLC,en,1952-03-30,65,18,84828
Steven Little,British Columbia,"James, Walker and Garcia",fr,1944-01-04,73,26,84832
Richard Barber,Nunavut,Washington-Thompson,en,1949-05-25,68,19,84834
Brad Fox,Ontario,Scott-Kidd,en,1986-11-12,30,26,84842
Alison Bishop,British Columbia,Jefferson LLC,en,1965-10-20,51,25,84847
Stephanie Holland,New Brunswick,Johnston Group,en,1988-10-15,28,19,84849
Jonathan Livingston,Quebec,Gomez LLC,fr,1945-06-03,71,18,84867
Carolyn Walters,Manitoba,Peterson Group,en,1960-02-26,57,22,84870
Amanda Ayala,Prince Edward Island,Ferrell LLC,fr,1952-07-14,64,30,84878
Olivia Thomas,Yukon Territory,Hinton-Hansen,en,1966-05-13,51,28,84885
George Wilson,British Columbia,Gaines Ltd,en,1954-12-19,62,32,84899
Kim Williams,Quebec,Willis-Yates,fr,1995-10-03,21,21,84901
Tiffany Parsons,Saskatchewan,"Herrera, Swanson and Grant",en,1963-10-03,53,23,84902
Margaret Moore,Nunavut,Schroeder and Sons,fr,1954-12-09,62,33,84906
Sarah Johnson,Nunavut,Carrillo Ltd,en,1942-10-08,74,24,84915
Kelly Miller,Alberta,Doyle-Perez,fr,1950-05-03,67,29,84933
Christine Ford,Nunavut,"Chan, Yang and Moore",fr,1960-07-21,56,22,84940
Richard Sosa,Prince Edward Island,Frazier-Reyes,fr,1944-01-25,73,23,84941
Alexandra Clark,Newfoundland and Labrador,Fuller-Snyder,en,1998-04-09,19,19,84944
Rodney Vincent,Northwest Territories,Miles-Johnson,fr,1942-06-02,74,31,84949
Crystal Kennedy,Newfoundland and Labrador,"Decker, Peck and Beasley",fr,1968-04-19,49,26,84953
Robert Bradley,Saskatchewan,Goodwin-Robinson,fr,1983-06-21,33,19,84954
William Cunningham,Prince Edward Island,Parker-Harrison,en,1985-08-06,31,26,84964
John Rodriguez,Yukon Territory,Duffy-Gay,fr,1944-01-19,73,31,84966
Tony Morse,Newfoundland and Labrador,"Jones, Mcgrath and Smith",fr,1959-04-27,58,30,84978
Erin Anderson,New Brunswick,"Elliott, Mcgee and Weiss",fr,1969-06-22,47,17,84990
Jerry Browning,New Brunswick,Fuentes-Brown,en,1980-08-19,36,19,84991
Matthew Henderson,Northwest Territories,Guerrero Group,en,1967-10-09,49,21,84996
Phillip Chandler,New Brunswick,Murphy-Benson,fr,1978-03-08,39,29,84998
Candace Castillo,Nunavut,Smith-Jackson,en,1982-10-03,34,23,84999
Alexis Mueller,New Brunswick,"Garcia, Washington and Sanders",fr,1959-09-29,57,30,85001
Isabella Arroyo,Nunavut,"Davis, Hopkins and Lewis",en,1986-12-13,30,18,85003
Matthew Armstrong,Manitoba,Brown-Washington,fr,1984-08-05,32,32,85017
John Bruce Jr.,British Columbia,Moss Group,en,1979-02-21,38,30,85021
Felicia Fuentes,Prince Edward Island,Ford Ltd,fr,1949-07-30,67,31,85032
Martin Long,Yukon Territory,Jones-Silva,fr,1997-03-08,20,20,85033
Tracy Costa MD,Northwest Territories,Brown Group,en,1969-10-26,47,19,85048
Christopher Page,Northwest Territories,Santos-Montes,fr,1969-03-08,48,22,85053
James Harrison,Nunavut,"Pena, Hutchinson and Burke",fr,1963-06-25,53,18,85054
Russell Monroe,Nunavut,Torres Inc,en,1981-08-14,35,25,85055
Roberta Larson,New Brunswick,Velez-Wheeler,fr,1993-06-09,23,23,85056
Charles Blair,Quebec,"Carey, Turner and Day",en,1953-09-18,63,31,85058
Bryce Brown,New Brunswick,Stevenson and Sons,fr,1958-10-20,58,27,85060
Pamela Perez MD,Saskatchewan,Nguyen Ltd,en,1944-05-08,73,24,85062
Marissa Davis,Northwest Territories,Taylor and Sons,fr,1971-07-25,45,35,85067
Anne Hughes,British Columbia,Watts Ltd,fr,1983-11-23,33,33,85068
Joyce Lopez,Nova Scotia,Carter-Henry,en,1995-02-11,22,22,85070
Sandra Bishop,Yukon Territory,Villa-Gomez,fr,1951-09-17,65,28,85075
Joshua Jones,Quebec,Hickman-Walker,en,1956-12-27,60,22,85076
Elaine Woods,New Brunswick,Hill LLC,fr,1950-11-03,66,23,85077
James Mcintosh,New Brunswick,Greer Ltd,fr,1959-12-12,57,27,85078
Whitney Brown,Nova Scotia,Sims and Sons,en,1971-03-25,46,18,85085
Colleen Peterson,Manitoba,"Wilson, Morales and Hardy",fr,1941-06-10,75,21,85090
David Dudley,New Brunswick,Hill-Best,en,1949-06-11,67,26,85095
Benjamin Mcguire,New Brunswick,"Williams, Vasquez and Combs",fr,1944-10-10,72,31,85106
Michael Gonzales,Saskatchewan,Jones-Cox,en,1941-12-26,75,35,85107
Andrew Johnson,Saskatchewan,"Mcdonald, Byrd and Bailey",fr,1955-11-20,61,20,85108
Christina Osborn,Nunavut,"Fitzgerald, Ramirez and Horton",fr,1978-01-25,39,18,85109
Michael Austin,Nova Scotia,Tucker-Patton,fr,1997-03-21,20,20,85111
Anne Riddle,Alberta,"Mills, Obrien and Perez",en,1973-11-07,43,29,85112
Anthony Harris,Manitoba,Evans-Haas,fr,1992-02-27,25,25,85118
Janet Clark,Quebec,Davis-Nunez,en,1966-01-17,51,20,85121
Thomas Thomas,British Columbia,Mooney and Sons,fr,1973-09-10,43,28,85122
Dr. Kimberly Perkins,New Brunswick,Pena and Sons,en,1957-05-26,60,17,85126
Shannon Turner,Northwest Territories,Simpson-Shaffer,en,1955-11-12,61,20,85127
Sergio Garner,Nova Scotia,"Cruz, Jordan and Smith",en,1956-02-29,61,19,85131
Joseph Johnson,Newfoundland and Labrador,"Oconnor, Riley and Torres",fr,1947-01-03,70,25,85137
Tiffany Jarvis,Alberta,"Valdez, Cook and Larson",en,1972-09-15,44,28,85140
Angela Garza PhD,Newfoundland and Labrador,Hernandez LLC,en,1989-02-08,28,18,85146
Mike Kelly,Northwest Territories,Ballard Ltd,fr,1960-09-17,56,17,85147
Richard Patel,Alberta,Hurley Ltd,en,1946-06-24,70,34,85163
Robert Thompson,New Brunswick,Erickson-Hicks,fr,1958-07-11,58,18,85167
Nicole Lester,Ontario,"Morrow, Green and Stephenson",fr,1949-09-17,67,32,85168
David Ward,Newfoundland and Labrador,Christensen Inc,fr,1981-04-05,36,31,85172
Justin Herrera,Northwest Territories,"Gonzalez, Turner and Myers",fr,1967-10-30,49,24,85201
Dr. Haley Chang,Alberta,"Murphy, Miller and Mcgee",en,1985-04-12,32,25,85212
Henry Johnson,Manitoba,"Guerrero, Bailey and Brown",en,1999-01-24,18,18,85223
Joseph Rogers,Saskatchewan,Pineda-Henderson,fr,1972-03-17,45,26,85224
Mrs. Veronica Garcia,Ontario,Young-Martinez,en,1944-10-29,72,26,85230
Ebony Martin,Yukon Territory,Davis PLC,en,1966-05-20,51,30,85231
Jonathan Townsend,Northwest Territories,Bonilla-Cameron,fr,1972-01-21,45,18,85235
Alan Boyer,Yukon Territory,Smith-Mitchell,fr,1955-02-19,62,25,85242
